#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
4829,102.38,0.332993,0.725387,4834,0.458066,0.247964,16,6,-1.00,500,8,6,1,300,0.9,0.8,0.4,0.4,105713,18661,5755,7.05,24.36,70.97,4.22
10482,220.27,0.308963,0.666933,10498,0.422382,0.218620,16,6,-1.00,500,10,4,1,100,0.9,0.8,0.4,0.4,105713,40756,13344,7.10,26.66,186.51,4.19
9991,217.39,0.310943,0.669793,10002,0.424128,0.219802,16,6,-1.00,500,10,4,1,300,0.9,0.8,0.4,0.4,105713,40089,12704,7.08,33.31,177.00,4.19
5401,119.26,0.330135,0.718533,5407,0.451721,0.242056,16,6,-1.00,500,10,6,1,100,0.9,0.8,0.4,0.4,105713,23415,6443,7.07,30.27,81.92,4.32
5346,117.62,0.330009,0.718652,5353,0.453060,0.243379,16,6,-1.00,500,10,6,1,300,0.9,0.8,0.4,0.4,105713,23373,6373,7.05,29.83,80.74,4.30
32330,695.91,0.297767,0.542685,32490,0.381808,0.184549,24,4,-1.00,300,6,4,1,100,0.9,0.8,0.4,0.4,329041,110359,41934,10.19,64.54,621.18,3.91
26476,565.95,0.303856,0.557502,26578,0.389078,0.189951,24,4,-1.00,300,6,4,1,300,0.9,0.8,0.4,0.4,329041,94788,33974,10.20,64.50,491.25,3.96
19486,418.73,0.304788,0.578486,19538,0.404264,0.200904,24,4,-1.00,300,6,6,1,100,0.9,0.8,0.4,0.4,329041,65292,23656,10.34,65.94,342.45,3.91
17139,383.44,0.308926,0.587123,17173,0.408797,0.204399,24,4,-1.00,300,6,6,1,300,0.9,0.8,0.4,0.4,329041,60205,20671,10.24,72.77,300.43,3.91
36994,807.76,0.295762,0.533344,37222,0.377439,0.181592,24,4,-1.00,300,8,4,1,100,0.9,0.8,0.4,0.4,329041,147009,50290,10.19,79.54,718.03,3.90
30058,698.83,0.301729,0.547769,30223,0.384060,0.186214,24,4,-1.00,300,8,4,1,300,0.9,0.8,0.4,0.4,329041,126305,40428,10.21,92.98,595.64,3.94
22461,517.20,0.303168,0.567413,22530,0.399537,0.197566,24,4,-1.00,300,8,6,1,100,0.9,0.8,0.4,0.4,329041,87174,28158,10.24,91.44,415.52,3.94
19580,455.17,0.306936,0.577820,19655,0.403659,0.200510,24,4,-1.00,300,8,6,1,300,0.9,0.8,0.4,0.4,329041,80351,24463,10.29,93.14,351.74,3.96
39667,912.40,0.294226,0.526480,39921,0.374897,0.179871,24,4,-1.00,300,10,4,1,100,0.9,0.8,0.4,0.4,329041,183662,54963,10.20,118.52,783.68,3.86
32135,766.13,0.301962,0.544616,32314,0.382134,0.185023,24,4,-1.00,300,10,4,1,300,0.9,0.8,0.4,0.4,329041,157701,43961,10.31,116.36,639.46,3.90
24297,571.88,0.303039,0.561296,24397,0.395638,0.194465,24,4,-1.00,300,10,6,1,100,0.9,0.8,0.4,0.4,329041,108889,30908,10.14,110.44,451.30,3.94
21177,513.85,0.307971,0.572615,21254,0.400551,0.198328,24,4,-1.00,300,10,6,1,300,0.9,0.8,0.4,0.4,329041,100380,26768,10.14,111.74,391.97,3.96
19487,420.38,0.316129,0.587639,19545,0.396460,0.195087,24,4,-1.00,500,6,4,1,100,0.9,0.8,0.4,0.4,198888,63247,25051,10.26,52.99,357.13,3.95
18823,407.49,0.317906,0.590534,18878,0.397418,0.195602,24,4,-1.00,500,6,4,1,300,0.9,0.8,0.4,0.4,198888,62566,24217,10.27,53.41,343.81,3.90
11164,249.78,0.326354,0.629979,11176,0.420866,0.213591,24,4,-1.00,500,6,6,1,100,0.9,0.8,0.4,0.4,198888,35124,13434,10.13,53.50,186.15,4.16
11050,237.11,0.327575,0.632758,11071,0.420840,0.213166,24,4,-1.00,500,6,6,1,300,0.9,0.8,0.4,0.4,198888,35087,13295,10.17,45.13,181.81,4.00
22393,523.06,0.313851,0.577868,22490,0.391685,0.191641,24,4,-1.00,500,8,4,1,100,0.9,0.8,0.4,0.4,198888,84230,30219,10.22,79.97,432.87,3.88
21588,512.39,0.315745,0.580658,21675,0.393187,0.192863,24,4,-1.00,500,8,4,1,300,0.9,0.8,0.4,0.4,198888,83321,29127,10.26,82.06,420.07,3.87
12844,305.79,0.323979,0.620006,12873,0.414843,0.208802,24,4,-1.00,500,8,6,1,100,0.9,0.8,0.4,0.4,198888,46814,16016,10.18,70.13,225.48,3.97
12727,301.58,0.324919,0.620016,12748,0.416504,0.210268,24,4,-1.00,500,8,6,1,300,0.9,0.8,0.4,0.4,198888,46766,15848,10.18,69.84,221.56,3.93
24110,584.63,0.313005,0.571314,24201,0.388873,0.189542,24,4,-1.00,500,10,4,1,100,0.9,0.8,0.4,0.4,198888,105162,33138,10.17,99.28,475.18,3.85
23145,562.88,0.314660,0.573463,23239,0.390325,0.190497,24,4,-1.00,500,10,4,1,300,0.9,0.8,0.4,0.4,198888,104014,31836,10.08,98.00,454.80,3.80
13979,343.84,0.324324,0.614710,14014,0.411993,0.206553,24,4,-1.00,500,10,6,1,100,0.9,0.8,0.4,0.4,198888,58580,17624,9.99,84.78,249.07,3.86
