#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
25,0.51,0.925403,0.998033,25,0.936135,0.877897,12,4,-1.00,2,12,4,1,4,0.9,0.8,0.2,0.2,1606,248,26,0.49,0.00,0.02,0.02
18,0.51,0.933885,0.998645,18,0.939537,0.883880,12,4,-1.00,2,12,4,1,5,0.9,0.8,0.2,0.2,1606,163,18,0.50,0.00,0.01,0.03
217,0.56,0.870528,0.980913,217,0.895393,0.809845,12,4,-1.00,2,16,2,1,2,0.9,0.8,0.2,0.2,1606,3100,221,0.49,0.01,0.06,0.03
91,0.50,0.904043,0.992497,91,0.918713,0.847898,12,4,-1.00,2,16,2,1,3,0.9,0.8,0.2,0.2,1606,1166,92,0.47,0.00,0.03,0.02
30,0.51,0.926218,0.996483,30,0.934433,0.874770,12,4,-1.00,2,16,2,1,4,0.9,0.8,0.2,0.2,1606,258,31,0.49,0.01,0.01,0.03
21,0.50,0.934627,0.996885,21,0.938832,0.882574,12,4,-1.00,2,16,2,1,5,0.9,0.8,0.2,0.2,1606,186,21,0.48,0.01,0.01,0.02
208,0.55,0.871968,0.981868,208,0.896435,0.811369,12,4,-1.00,2,16,4,1,2,0.9,0.8,0.2,0.2,1606,3286,212,0.48,0.01,0.06,0.02
82,0.51,0.907644,0.992864,82,0.920265,0.850249,12,4,-1.00,2,16,4,1,3,0.9,0.8,0.2,0.2,1606,1322,83,0.48,0.00,0.03,0.02
25,0.51,0.925403,0.998033,25,0.936135,0.877897,12,4,-1.00,2,16,4,1,4,0.9,0.8,0.2,0.2,1606,322,26,0.49,0.00,0.02,0.03
18,0.49,0.933885,0.998645,18,0.939537,0.883880,12,4,-1.00,2,16,4,1,5,0.9,0.8,0.2,0.2,1606,219,18,0.47,0.01,0.01,0.03
101,0.52,0.900527,0.991117,101,0.915531,0.842483,12,4,-1.00,3,8,2,1,2,0.9,0.8,0.2,0.2,650,694,102,0.49,0.01,0.02,0.02
85,0.52,0.906273,0.993004,85,0.919488,0.849022,12,4,-1.00,3,8,2,1,3,0.9,0.8,0.2,0.2,650,631,86,0.49,0.00,0.03,0.02
24,0.50,0.931148,0.998737,24,0.935648,0.876735,12,4,-1.00,3,8,2,1,4,0.9,0.8,0.2,0.2,650,135,25,0.48,0.00,0.02,0.02
18,0.50,0.935285,0.998498,18,0.939430,0.883644,12,4,-1.00,3,8,2,1,5,0.9,0.8,0.2,0.2,650,105,18,0.48,0.01,0.01,0.03
88,0.53,0.902620,0.992711,88,0.917742,0.846002,12,4,-1.00,3,8,4,1,2,0.9,0.8,0.2,0.2,650,706,89,0.49,0.01,0.03,0.02
80,0.52,0.907118,0.992675,80,0.920387,0.850468,12,4,-1.00,3,8,4,1,3,0.9,0.8,0.2,0.2,650,685,81,0.49,0.02,0.01,0.02
24,0.49,0.924986,0.997951,24,0.936279,0.878155,12,4,-1.00,3,8,4,1,4,0.9,0.8,0.2,0.2,650,162,25,0.48,0.00,0.01,0.03
17,0.51,0.933389,0.998565,17,0.939503,0.883799,12,4,-1.00,3,8,4,1,5,0.9,0.8,0.2,0.2,650,109,17,0.50,0.00,0.01,0.03
106,0.52,0.900452,0.990842,106,0.915097,0.841793,12,4,-1.00,3,12,2,1,2,0.9,0.8,0.2,0.2,650,1043,107,0.49,0.00,0.03,0.02
90,0.52,0.905366,0.992765,90,0.918774,0.847892,12,4,-1.00,3,12,2,1,3,0.9,0.8,0.2,0.2,650,953,91,0.49,0.01,0.02,0.03
30,0.50,0.925246,0.996866,30,0.934356,0.874734,12,4,-1.00,3,12,2,1,4,0.9,0.8,0.2,0.2,650,205,31,0.49,0.00,0.01,0.03
21,0.49,0.934627,0.996885,21,0.938832,0.882574,12,4,-1.00,3,12,2,1,5,0.9,0.8,0.2,0.2,650,151,21,0.48,0.00,0.01,0.03
92,0.51,0.902956,0.992667,92,0.917342,0.845349,12,4,-1.00,3,12,4,1,2,0.9,0.8,0.2,0.2,650,1070,93,0.48,0.00,0.03,0.02
82,0.52,0.907644,0.992864,82,0.920265,0.850249,12,4,-1.00,3,12,4,1,3,0.9,0.8,0.2,0.2,650,1034,83,0.50,0.00,0.02,0.03
25,0.50,0.925403,0.998033,25,0.936135,0.877897,12,4,-1.00,3,12,4,1,4,0.9,0.8,0.2,0.2,650,249,26,0.48,0.01,0.01,0.02
18,0.52,0.933885,0.998645,18,0.939537,0.883880,12,4,-1.00,3,12,4,1,5,0.9,0.8,0.2,0.2,650,164,18,0.50,0.01,0.01,0.03
106,0.51,0.900075,0.989365,106,0.914695,0.841084,12,4,-1.00,3,16,2,1,2,0.9,0.8,0.2,0.2,650,1388,107,0.48,0.00,0.03,0.02
90,0.51,0.905366,0.992765,90,0.918774,0.847892,12,4,-1.00,3,16,2,1,3,0.9,0.8,0.2,0.2,650,1266,91,0.48,0.01,0.02,0.02
30,0.50,0.926218,0.996483,30,0.934433,0.874770,12,4,-1.00,3,16,2,1,4,0.9,0.8,0.2,0.2,650,269,31,0.48,0.00,0.02,0.02
21,0.51,0.934627,0.996885,21,0.938832,0.882574,12,4,-1.00,3,16,2,1,5,0.9,0.8,0.2,0.2,650,195,21,0.50,0.00,0.01,0.02
94,0.52,0.902949,0.992701,94,0.917122,0.845070,12,4,-1.00,3,16,4,1,2,0.9,0.8,0.2,0.2,650,1417,95,0.50,0.00,0.02,0.02
82,0.52,0.907644,0.992864,82,0.920265,0.850249,12,4,-1.00,3,16,4,1,3,0.9,0.8,0.2,0.2,650,1371,83,0.48,0.02,0.02,0.02
25,0.50,0.925403,0.998033,25,0.936135,0.877897,12,4,-1.00,3,16,4,1,4,0.9,0.8,0.2,0.2,650,323,26,0.48,0.01,0.01,0.03
18,0.51,0.933885,0.998645,18,0.939537,0.883880,12,4,-1.00,3,16,4,1,5,0.9,0.8,0.2,0.2,650,220,18,0.50,0.00,0.01,0.02
36,0.50,0.924644,0.998016,36,0.932824,0.871900,12,4,-1.00,4,8,2,1,2,0.9,0.8,0.2,0.2,259,214,37,0.48,0.00,0.02,0.02
34,0.51,0.925141,0.998199,34,0.933077,0.872356,12,4,-1.00,4,8,2,1,3,0.9,0.8,0.2,0.2,259,210,35,0.49,0.00,0.02,0.02
27,0.49,0.925809,0.998179,27,0.934853,0.875507,12,4,-1.00,4,8,2,1,4,0.9,0.8,0.2,0.2,259,182,28,0.48,0.00,0.01,0.03
19,0.50,0.934925,0.998496,19,0.939066,0.882977,12,4,-1.00,4,8,2,1,5,0.9,0.8,0.2,0.2,259,121,19,0.49,0.00,0.01,0.03
28,0.50,0.923382,0.997779,28,0.934349,0.874691,12,4,-1.00,4,8,4,1,2,0.9,0.8,0.2,0.2,259,191,29,0.49,0.00,0.01,0.03
27,0.50,0.923396,0.997663,27,0.934717,0.875347,12,4,-1.00,4,8,4,1,3,0.9,0.8,0.2,0.2,259,191,28,0.49,0.00,0.01,0.02
24,0.51,0.924986,0.997951,24,0.936279,0.878155,12,4,-1.00,4,8,4,1,4,0.9,0.8,0.2,0.2,259,185,25,0.49,0.00,0.02,0.02
17,0.49,0.933389,0.998565,17,0.939503,0.883799,12,4,-1.00,4,8,4,1,5,0.9,0.8,0.2,0.2,259,118,17,0.48,0.00,0.01,0.02
