#Clusters,Total,D2C,Radius,K,MAE,MSE,m,h,w,t,l,k,b,delta,GBin,LBin,GMode,LMode,#Buckets,#Bins,#Seeds,Phase1,Phase2,Phase3,Eval
2586,15.73,0.126602,0.407603,2586,0.137992,0.028175,8,6,-1.00,50,8,6,1,50,0.9,0.8,0.5,0.3,24984,12536,3039,1.09,2.25,12.39,1.27
4289,27.81,0.112577,0.339639,4289,0.122816,0.023207,8,6,-1.00,50,10,4,1,30,0.9,0.8,0.5,0.3,24984,23825,5260,1.10,2.95,23.76,1.26
3712,23.88,0.113333,0.348512,3712,0.126493,0.024406,8,6,-1.00,50,10,4,1,50,0.9,0.8,0.5,0.3,24984,21527,4559,1.07,2.99,19.82,1.26
2986,18.55,0.123989,0.388012,2986,0.133810,0.026677,8,6,-1.00,50,10,6,1,30,0.9,0.8,0.5,0.3,24984,16786,3538,1.07,2.75,14.73,1.23
2697,16.88,0.125263,0.403350,2697,0.136404,0.027689,8,6,-1.00,50,10,6,1,50,0.9,0.8,0.5,0.3,24984,15729,3200,1.05,2.74,13.09,1.34
4555,30.24,0.111312,0.334963,4556,0.120106,0.022463,8,6,-1.00,50,12,4,1,30,0.9,0.8,0.5,0.3,24984,28556,5643,1.06,3.51,25.67,1.26
3918,25.89,0.112021,0.345492,3918,0.123803,0.023739,8,6,-1.00,50,12,4,1,50,0.9,0.8,0.5,0.3,24984,25809,4858,1.08,3.54,21.27,1.39
3131,20.33,0.122703,0.377079,3131,0.131934,0.026076,8,6,-1.00,50,12,6,1,30,0.9,0.8,0.5,0.3,24984,20153,3772,1.06,3.21,16.05,1.28
2825,18.55,0.123678,0.392814,2825,0.134494,0.027007,8,6,-1.00,50,12,6,1,50,0.9,0.8,0.5,0.3,24984,18914,3404,1.05,3.26,14.24,1.23
10030,131.72,0.107578,0.270015,10056,0.120008,0.024712,16,4,-1.00,30,8,4,1,30,0.9,0.8,0.5,0.3,59573,56808,12635,1.05,5.62,125.05,2.08
6284,48.12,0.114851,0.298277,6294,0.135046,0.030741,16,4,-1.00,30,8,4,1,50,0.9,0.8,0.5,0.3,59573,33157,7960,1.02,5.56,41.54,2.23
7839,77.94,0.111130,0.289498,7849,0.129581,0.028235,16,4,-1.00,30,8,6,1,30,0.9,0.8,0.5,0.3,59573,45229,9607,1.02,4.92,72.00,1.97
4873,32.75,0.117578,0.323954,4878,0.120689,0.022129,16,4,-1.00,30,8,6,1,50,0.9,0.8,0.5,0.3,59573,26032,5967,1.02,4.95,26.78,1.46
10364,142.62,0.107405,0.268907,10394,0.118663,0.024237,16,4,-1.00,30,10,4,1,30,0.9,0.8,0.5,0.3,59573,71056,13165,1.00,6.79,134.83,2.13
